Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - §6棕色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §1蓝色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §5紫色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §3青色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §7淡灰色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §8灰色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §d粉红色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §a黄绿色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §e黄色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §9淡蓝色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §d品红色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §6橙色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - §f白色 塑料路
appliedenergistics2:facade:0, 线缆伪装板 - 盐块
appliedenergistics2:facade:0, 线缆伪装板 - 修饰草地
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色草地
appliedenergistics2:facade:0, 线缆伪装板 - 秋光草地
appliedenergistics2:facade:0, 线缆伪装板 - 枫木
appliedenergistics2:facade:0, 线缆伪装板 - 银铃木
appliedenergistics2:facade:0, 线缆伪装板 - 紫檀木
appliedenergistics2:facade:0, 线缆伪装板 - 核桃木
appliedenergistics2:facade:0, 线缆伪装板 - 柳木
appliedenergistics2:facade:0, 线缆伪装板 - 桉木
appliedenergistics2:facade:0, 线缆伪装板 - 车桑子木
appliedenergistics2:facade:0, 线缆伪装板 - 樱木
appliedenergistics2:facade:0, 线缆伪装板 - 红木树皮
appliedenergistics2:facade:0, 线缆伪装板 - 红木
appliedenergistics2:facade:0, 线缆伪装板 - 红木树根
appliedenergistics2:facade:0, 线缆伪装板 - 枫树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 银铃树叶
appliedenergistics2:facade:0, 线缆伪装板 - 紫檀树叶
appliedenergistics2:facade:0, 线缆伪装板 - 核桃树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 柳树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 桉木树叶
appliedenergistics2:facade:0, 线缆伪装板 - 车桑子树叶
appliedenergistics2:facade:0, 线缆伪装板 - 樱树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 红木树叶
appliedenergistics2:facade:0, 线缆伪装板 - 枫树木板
appliedenergistics2:facade:0, 线缆伪装板 - 银铃木板
appliedenergistics2:facade:0, 线缆伪装板 - 紫檀木板
appliedenergistics2:facade:0, 线缆伪装板 - 核桃木板
appliedenergistics2:facade:0, 线缆伪装板 - 柳木板
appliedenergistics2:facade:0, 线缆伪装板 - 桉木木板
appliedenergistics2:facade:0, 线缆伪装板 - 车桑子木板
appliedenergistics2:facade:0, 线缆伪装板 - 樱木板
appliedenergistics2:facade:0, 线缆伪装板 - 红木木板
appliedenergistics2:facade:0, 线缆伪装板 - 幽魂木
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗木
appliedenergistics2:facade:0, 线缆伪装板 - 熔融木
appliedenergistics2:facade:0, 线缆伪装板 - 血树木
appliedenergistics2:facade:0, 线缆伪装板 - 血树木
appliedenergistics2:facade:0, 线缆伪装板 - 幽魂树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 血树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 熔融树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 幽魂木板
appliedenergistics2:facade:0, 线缆伪装板 - 血木木板
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗木板
appliedenergistics2:facade:0, 线缆伪装板 - 熔融木板
appliedenergistics2:facade:0, 线缆伪装板 - 热沙
appliedenergistics2:facade:0, 线缆伪装板 - 腐沙
appliedenergistics2:facade:0, 线缆伪装板 - 腐沙
appliedenergistics2:facade:0, 线缆伪装板 - 腐沙
appliedenergistics2:facade:0, 线缆伪装板 - 重生方尖碑（未激活）
appliedenergistics2:facade:0, 线缆伪装板 - 橡木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 云杉木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 白桦木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 丛林木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 深色橡木桥接方块
appliedenergistics2:facade:0, 线缆伪装板 - 龙卷风传感器
appliedenergistics2:facade:0, 线缆伪装板 - 水泉
appliedenergistics2:facade:0, 线缆伪装板 - 油泉
appliedenergistics2:facade:0, 线缆伪装板 - tile.decorated.destroy.name
appliedenergistics2:facade:0, 线缆伪装板 - 蓝图（装饰）
appliedenergistics2:facade:0, 线缆伪装板 - 模板（装饰）
appliedenergistics2:facade:0, 线缆伪装板 - tile.decorated.paper.name
appliedenergistics2:facade:0, 线缆伪装板 - tile.decorated.leather.name
appliedenergistics2:facade:0, 线缆伪装板 - 激光（装饰）
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 淡蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 黄绿色
appliedenergistics2:paint_ball:6, 染色球 - 粉红色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 淡灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 淡蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 黄绿色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉红色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 淡灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 淡蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 黄绿色
appliedenergistics2:part:26, ME包层线缆 - 粉红色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 淡灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 淡蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 黄绿色
appliedenergistics2:part:506, ME致密包层线缆 - 粉红色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 淡灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - 福鲁伊克斯色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 淡蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 黄绿色
appliedenergistics2:part:66, ME致密线缆 - 粉红色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 淡灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - 福鲁伊克斯色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 淡蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 黄绿色
appliedenergistics2:part:6, ME玻璃线缆 - 粉红色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 淡灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - 福鲁伊克斯色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 淡蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 黄绿色
appliedenergistics2:part:46, ME智能线缆 - 粉红色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 淡灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - 福鲁伊克斯色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体存储总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
quark:roots, tile.roots.name
quark:root, item.root.name
quark:roots_blue_flower, tile.roots_blue_flower.name
quark:roots_black_flower, tile.roots_black_flower.name
quark:roots_white_flower, tile.roots_white_flower.name
quark:root_flower:0, 蓝色洞穴块根
quark:root_flower:1, 黑色洞穴块根
quark:root_flower:2, 白色洞穴块根
quark:root_dye:0, 蓝色染料
quark:root_dye:1, 黑色染料
quark:root_dye:2, 白色染料
quark:diamond_heart, item.diamond_heart.name
quark:archaeologist_hat, item.archaeologist_hat.name
quark:variant_leaves:0, 沼泽木树叶
quark:variant_leaves:1, 樱花树叶
quark:variant_sapling:0, 沼泽木树苗
quark:variant_sapling:1, 樱花树树苗
quark:crystal:0, 白色洞穴水晶
quark:crystal:1, 红色洞穴水晶
quark:crystal:2, 橙色洞穴水晶
quark:crystal:3, 黄色洞穴水晶
quark:crystal:4, 绿色洞穴水晶
quark:crystal:5, 青色洞穴水晶
quark:crystal:6, 蓝色洞穴水晶
quark:crystal:7, 紫色洞穴水晶
quark:crystal:8, 黑色洞穴水晶
quark:crystal_pane:0, 白色洞穴水晶薄板
quark:crystal_pane:1, 红色洞穴水晶薄板
quark:crystal_pane:2, 橙色洞穴水晶薄板
quark:crystal_pane:3, 黄色洞穴水晶薄板
quark:crystal_pane:4, 绿色洞穴水晶薄板
quark:crystal_pane:5, 青色洞穴水晶薄板
quark:crystal_pane:6, 蓝色洞穴水晶薄板
quark:crystal_pane:7, 紫色洞穴水晶薄板
quark:crystal_pane:8, 黑色洞穴水晶薄板
quark:stone_speleothem, tile.stone_speleothem.name
quark:granite_speleothem, tile.granite_speleothem.name
quark:diorite_speleothem, tile.diorite_speleothem.name
quark:andesite_speleothem, tile.andesite_speleothem.name
quark:netherrack_speleothem, tile.netherrack_speleothem.name
quark:basalt_speleothem, tile.basalt_speleothem.name
quark:marble_speleothem, tile.marble_speleothem.name
quark:limestone_speleothem, tile.limestone_speleothem.name
quark:jasper_speleothem, tile.jasper_speleothem.name
quark:slate_speleothem, tile.slate_speleothem.name
quark:biotite_ore, tile.biotite_ore.name
quark:biotite_block:0, 云母块
quark:biotite_block:1, 錾制云母块
quark:biotite_block:2, 竖纹云母块
quark:biotite, item.biotite.name
quark:biotite_slab:0, 云母台阶
quark:biotite_stairs, tile.biotite_stairs.name
quark:biotite_wall, tile.biotite_wall.name
quark:monster_box, 陷阱刷怪箱
quark:basalt:0, 玄武岩
quark:basalt:1, 磨制玄武岩
quark:stone_basalt_slab:0, 玄武岩台阶
quark:stone_basalt_stairs, tile.stone_basalt_stairs.name
quark:basalt_wall, tile.basalt_wall.name
quark:frog_leg, 蟾蜍腿
quark:cooked_frog_leg, 煮熟的蟾蜍腿
quark:golden_frog_leg, item.golden_frog_leg.name
quark:pirate_hat, 海盗帽
quark:crab_leg, item.crab_leg.name
quark:cooked_crab_leg, item.cooked_crab_leg.name
quark:crab_shell, item.crab_shell.name
quark:marble:0, 大理石
quark:marble:1, 磨制大理石
quark:stone_marble_slab:0, 大理石台阶
quark:stone_marble_stairs, tile.stone_marble_stairs.name
quark:marble_wall, tile.marble_wall.name
quark:limestone:0, 石灰石
quark:limestone:1, 磨制石灰石
quark:stone_limestone_slab:0, 石灰石台阶
quark:stone_limestone_stairs, tile.stone_limestone_stairs.name
quark:limestone_wall, tile.limestone_wall.name
quark:jasper:0, 黄石
quark:jasper:1, 磨制黄石
quark:stone_jasper_slab:0, 黄石台阶
quark:stone_jasper_stairs, tile.stone_jasper_stairs.name
quark:jasper_wall, tile.jasper_wall.name
quark:slate:0, 青石
quark:slate:1, 磨制青石
quark:stone_slate_slab:0, 青石台阶
quark:stone_slate_stairs, tile.stone_slate_stairs.name
quark:slate_wall, tile.slate_wall.name
quark:biome_cobblestone:0, 硫黄石
quark:biome_cobblestone:1, 永冻石
quark:biome_cobblestone:2, 鹅卵石
quark:biome_brick:0, 硫黄石砖
quark:biome_brick:1, 永冻石砖
quark:elder_prismarine:0, 老化海晶石
quark:elder_prismarine:1, 老化海晶石砖
quark:elder_prismarine:2, 黑暗老化海晶石
quark:elder_sea_lantern, tile.elder_sea_lantern.name
quark:fire_stone_slab:0, 硫黄石台阶
quark:fire_stone_stairs, tile.fire_stone_stairs.name
quark:fire_stone_brick_slab:0, 硫黄石砖台阶
quark:fire_stone_brick_stairs, tile.fire_stone_brick_stairs.name
quark:icy_stone_slab:0, 永冻石台阶
quark:icy_stone_stairs, tile.icy_stone_stairs.name
quark:icy_stone_brick_slab:0, 永冻石砖台阶
quark:icy_stone_brick_stairs, tile.icy_stone_brick_stairs.name
quark:cobbed_stone_slab:0, 鹅卵石台阶
quark:cobbed_stone_stairs, tile.cobbed_stone_stairs.name
quark:elder_prismarine_slab:0, 老化海晶石台阶
quark:elder_prismarine_stairs, tile.elder_prismarine_stairs.name
quark:elder_prismarine_bricks_slab:0, 老化海晶石转台阶
quark:elder_prismarine_bricks_stairs, tile.elder_prismarine_bricks_stairs.name
quark:elder_prismarine_dark_slab:0, 黑暗老化海晶石台阶
quark:elder_prismarine_dark_stairs, tile.elder_prismarine_dark_stairs.name
quark:fire_stone_wall, tile.fire_stone_wall.name
quark:icy_stone_wall, tile.icy_stone_wall.name
quark:cobbed_stone_wall, tile.cobbed_stone_wall.name
quark:fire_stone_brick_wall, tile.fire_stone_brick_wall.name
quark:icy_stone_brick_wall, tile.icy_stone_brick_wall.name
quark:elder_prismarine_wall, tile.elder_prismarine_wall.name
quark:elder_prismarine_bricks_wall, tile.elder_prismarine_bricks_wall.name
quark:elder_prismarine_dark_wall, tile.elder_prismarine_dark_wall.name
quark:glowcelium, 荧光菌丝
quark:glowshroom, tile.glowshroom.name
quark:glowshroom_block, tile.glowshroom_block.name
quark:soul_bead, item.soul_bead.name
quark:smoker, 烟口
quark:spruce_trapdoor, tile.spruce_trapdoor.name
quark:birch_trapdoor, tile.birch_trapdoor.name
quark:jungle_trapdoor, tile.jungle_trapdoor.name
quark:acacia_trapdoor, tile.acacia_trapdoor.name
quark:dark_oak_trapdoor, tile.dark_oak_trapdoor.name
quark:paper_wall, 纸框墙
quark:paper_wall_big, tile.paper_wall_big.name
quark:paper_wall_sakura, tile.paper_wall_sakura.name
quark:iron_ladder, tile.iron_ladder.name
quark:paper_lantern:0, 纸灯笼
quark:paper_lantern:1, 装饰过的纸灯笼
quark:colored_flowerpot_white, tile.colored_flowerpot_white.name
quark:colored_flowerpot_orange, tile.colored_flowerpot_orange.name
quark:colored_flowerpot_magenta, tile.colored_flowerpot_magenta.name
quark:colored_flowerpot_light_blue, tile.colored_flowerpot_light_blue.name
quark:colored_flowerpot_yellow, tile.colored_flowerpot_yellow.name
quark:colored_flowerpot_lime, tile.colored_flowerpot_lime.name
quark:colored_flowerpot_pink, tile.colored_flowerpot_pink.name
quark:colored_flowerpot_gray, tile.colored_flowerpot_gray.name
quark:colored_flowerpot_silver, tile.colored_flowerpot_silver.name
quark:colored_flowerpot_cyan, tile.colored_flowerpot_cyan.name
quark:colored_flowerpot_purple, tile.colored_flowerpot_purple.name
quark:colored_flowerpot_blue, tile.colored_flowerpot_blue.name
quark:colored_flowerpot_brown, tile.colored_flowerpot_brown.name
quark:colored_flowerpot_green, tile.colored_flowerpot_green.name
quark:colored_flowerpot_red, tile.colored_flowerpot_red.name
quark:colored_flowerpot_black, tile.colored_flowerpot_black.name
quark:custom_bookshelf:0, 云杉木书架
quark:custom_bookshelf:1, 白桦木书架
quark:custom_bookshelf:2, 丛林木书架
quark:custom_bookshelf:3, 金合欢木书架
quark:custom_bookshelf:4, 深色橡木书架
quark:colored_item_frame:0, 白色物品展示框
quark:colored_item_frame:1, 橙色物品展示框
quark:colored_item_frame:2, 品红色物品展示框
quark:colored_item_frame:3, 淡蓝色物品展示框
quark:colored_item_frame:4, 黄色物品展示框
quark:colored_item_frame:5, 黄绿色物品展示框
quark:colored_item_frame:6, 粉红色物品展示框
quark:colored_item_frame:7, 灰色物品展示框
quark:colored_item_frame:8, 淡灰色物品展示框
quark:colored_item_frame:9, 青色物品展示框
quark:colored_item_frame:10, 紫色物品展示框
quark:colored_item_frame:11, 蓝色物品展示框
quark:colored_item_frame:12, 棕色物品展示框
quark:colored_item_frame:13, 绿色物品展示框
quark:colored_item_frame:14, 红色物品展示框
quark:colored_item_frame:15, 黑色物品展示框
quark:lit_lamp, tile.lit_lamp.name
quark:custom_chest:0, 云杉木箱子
quark:custom_chest:1, 白桦木箱子
quark:custom_chest:2, 丛林木箱子
quark:custom_chest:3, 金合欢木箱子
quark:custom_chest:4, 深色橡木箱子
quark:custom_chest_trap:0, 云杉木陷阱箱
quark:custom_chest_trap:1, 白桦木陷阱箱
quark:custom_chest_trap:2, 丛林木陷阱箱
quark:custom_chest_trap:3, 金合欢木陷阱箱
quark:custom_chest_trap:4, 深色橡木陷阱箱
quark:candle:0, 白色蜡烛
quark:candle:1, 橙色蜡烛
quark:candle:2, 品红色蜡烛
quark:candle:3, 淡蓝色蜡烛
quark:candle:4, 黄色蜡烛
quark:candle:5, 黄绿色蜡烛
quark:candle:6, 粉红色蜡烛
quark:candle:7, 灰色蜡烛
quark:candle:8, 淡灰色蜡烛
quark:candle:9, 青色蜡烛
quark:candle:10, 紫色蜡烛
quark:candle:11, 蓝色蜡烛
quark:candle:12, 棕色蜡烛
quark:candle:13, 绿色蜡烛
quark:candle:14, 红色蜡烛
quark:candle:15, 黑色蜡烛
quark:tallow, 魔力油脂
quark:rope, tile.rope.name
quark:blaze_lantern, tile.blaze_lantern.name
quark:nether_brick_fence_gate, tile.nether_brick_fence_gate.name
quark:leaf_carpet:0, 橡树树叶地毯
quark:leaf_carpet:1, 云杉树叶地毯
quark:leaf_carpet:2, 白桦树叶地毯
quark:leaf_carpet:3, 丛林树叶地毯
quark:leaf_carpet:4, 金合欢树叶地毯
quark:leaf_carpet:5, 深色橡树树叶地毯
quark:leaf_carpet:6, 沼泽木树叶地毯
quark:leaf_carpet:7, 樱花树叶地毯
quark:spruce_pressure_plate, tile.spruce_pressure_plate.name
quark:birch_pressure_plate, tile.birch_pressure_plate.name
quark:jungle_pressure_plate, tile.jungle_pressure_plate.name
quark:acacia_pressure_plate, tile.acacia_pressure_plate.name
quark:dark_oak_pressure_plate, tile.dark_oak_pressure_plate.name
quark:spruce_button, tile.spruce_button.name
quark:birch_button, tile.birch_button.name
quark:jungle_button, tile.jungle_button.name
quark:acacia_button, tile.acacia_button.name
quark:dark_oak_button, tile.dark_oak_button.name
quark:grate, tile.grate.name
quark:glass_item_frame, item.glass_item_frame.name
quark:pickarang, item.pickarang.name
quark:arrow_ender, item.arrow_ender.name
quark:arrow_explosive, item.arrow_explosive.name
quark:arrow_torch, item.arrow_torch.name
quark:slime_bucket:0, 桶装史莱姆
quark:rune:0, 白色符文
quark:rune:1, 橙色符文
quark:rune:2, 品红色符文
quark:rune:3, 淡蓝色符文
quark:rune:4, 黄色符文
quark:rune:5, 黄绿色符文
quark:rune:6, 粉红色符文
quark:rune:7, 灰色符文
quark:rune:8, 淡灰色符文
quark:rune:9, 青色符文
quark:rune:10, 紫色符文
quark:rune:11, 蓝色符文
quark:rune:12, 棕色符文
quark:rune:13, 绿色符文
quark:rune:14, 红色符文
quark:rune:15, 黑色符文
